"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"The business of projects: managing innovation in complex products and systems"	"Davies, Andrew; Hobday, Michael"		"Essential reading"		9780511311642	2005	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511311642"	1516	
"Germans, Jews, and antisemites: trials in emancipation"	"Volkov, Shulamit"		"Essential reading"		9780511317972	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511317972"	1516	
"Mixed method data collection strategies"	"Axinn; William G.; Pearce; Lisa D."		"Essential reading"		9780511318498	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511318498"	1516	
"Cluster and classification techniques for the biosciences"	"Fielding, Alan"		"Essential reading"		9780511319990	2007	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511319990"	1516	
"Spatial analysis: a guide for ecologists"	"Fortin, Marie-JoseÌŒ; Dale, Mark R. T."		"Essential reading"		9780511324017	"c2005"	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511324017"	1516	
"The depressed child and adolescent"	"Goodyer; Ian M."		"Essential reading"		9780511326905	2001	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511326905"	1516	
"The ethics of archaeology: philosophical perspectives on archaeological practice"	"Scarre, Christopher; Scarre, Geoffrey"		"Essential reading"		9780511326912	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511326912"	1516	
"Undertaking sensitive research in the health and social sciences: managing boundaries, emotions and risks"	"Dickson-Swift, Virginia; James, Erica; Liamputtong, Pranee"		"Essential reading"		9780511422027	2008	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511422027"	1516	
"Making people illegal: what globalization means for migration and law"	"Dauvergne, Catherine"		"Essential reading"		9780511453373	"c2008"	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511453373"	1516	
"Child language: acquisition and growth"	"Lust, Barbara"		"Essential reading"		9780511555480	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511555480"	1516	
"Language and gender"	"Eckert, Penelope; McConnell-Ginet, Sally"		"Essential reading"		9780511556319	2003	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511556319"	1516	
"Semantics: a coursebook"	"Hurford, James R.; Heasley, Brendan; Smith, Michael B."		"Essential reading"		9780511556456	2007	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511556456"	1516	
"Climate change: a multidisciplinary approach"	"Burroughs, William James"		"Essential reading"		9780511556685	2007	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511556685"	1516	
"An introduction to law"	"Harris, Phil"		"Essential reading"		9780511556760	"c2007"	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511556760"	1516	
"Minimalist syntax: exploring the structure of English"	"Radford, Andrew"		"Essential reading"		9780511566912	2004	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511566912"	1516	
"Ecological census techniques: a handbook"	"Sutherland, William J."		"Essential reading"		9780511567636	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511567636"	1516	
"An introduction to genetic engineering"	"Nicholl, Desmond S. T."		"Essential reading"		9780511568053	2008	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511568053"	1516	
"Mathematical methods for physics and engineering"	"Riley, K. F.; Hobson, M. P.; Bence, S. J."		"Items for purchase"		9780511569043	2006	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511569043"	1516	
"Perspectives on labour law"	"Davies, A. C. L."		"Essential reading"		9780511578670	2009	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511578670"	1516	
"The evolution of international security studies"	"Buzan, Barry; Hansen, Lene"		"Essential reading"		9780511631368	2009	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511631368"	1516	
"Personality traits"	"Matthews, Gerald; Deary, Ian J.; Whiteman, Martha C."		"Essential reading"	"052188778X; 0521716225"	"9780521887786; 9780521716222"	"c2009"	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511655609"	1516	
"Formulaic language and the lexicon"	"Wray, Alison"		"Essential reading"		9780511670381	2002	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511670381"	1516	
"Psychology and law: a critical introduction"	"Kapardis, Andreas"		"Essential reading"		9780511715747	2010	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511715747"	1516	
"Terrorism and the ethics of war"	"Nathanson, Stephen"		"Essential reading"		9780511724640	2010	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511724640"	1516	
"Handbook of drugs in intensive care: an A-Z guide"	"Paw; Henry G. W.; Shulman; Robert"		"Essential reading"		9780511765315	2010	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511765315"	1516	
"The politics of human rights: the quest for dignity"	"Carey, Sabine C.; Gibney, Mark; Poe, Steven C."		"Items for purchase"		9780511905735	"c2010"	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511905735"	1516	
"An introduction to the International Criminal Court"	"Schabas, William"		"Essential reading"		9780511987502	2011	"Cambridge University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780511987502"	1516	
"The managed heart: commercialization of human feeling"	"Hochschild; Arlie Russell"		"Essential reading"		9780520930414	2003	"University of California Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780520930414"	1516	
"Cinema and experience: Siegfried Kracauer, Walter Benjamin, and Theodor W. Adorno"	"Hansen, Miriam"		"Essential reading"	"0520265599; 0520265602"	"9780520265592; 9780520265608"	"c2012"	"University of California Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780520950139"	1516	
"Mountain geography: physical and human dimensions"		"Price; Martin F.; Byers; Alton C.; Friend; Donald; KhÌ²ler; Thomas; Price; Larry W."	"Essential reading"		9780520956971	2013	"University of California Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780520956971"	1516	
"Distribution revolution: conversations about the digital future of film and television"		"Curtin; Michael; Holt; Jennifer; Sanson; Kevin"	"Essential reading"		9780520959088	2014	"University of California Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780520959088"	1516	
"Fashioning technology: a DIY intro to smart crafting"	"Pakhchyan, Syuzi"		"Essential reading"		9780596154301	2008	"Make:Books"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596154301"	1516	
"Getting started with Arduino"	"Banzi, Massimo"		"Essential reading"		9780596156602	"c2009"	"O'Reilly"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596156602"	1516	
"Information architecture for the World Wide Web"	"Morville, Peter; Rosenfeld, Louis"		"Essential reading"		9780596515485	2006	"O'Reilly"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596515485"	1516	
"Designing Web navigation"	"Kalbach; James"		"Essential reading"		9780596516062	2007	"O'Reilly"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596516062"	1516	
"Apache: the definitive guide"	"Laurie; Ben; Laurie; Peter"		"Essential reading"		9780596516390	2002	"O'Reilly"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596516390"	1516	
"Web database applications with PHP and MySQL"	"Williams, Hugh E.; Lane, David"		"Essential reading"		9780596517212	2004	"O'Reilly"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780596517212"	1516	
"Citizenship and nationhood in France and Germany"	"Brubaker; Rogers"		"Essential reading"		9780674028944	"c1992"	"Harvard University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780674028944"	1516	
"Capital in the twenty-first century"	"Piketty; Thomas; Goldhammer; Arthur"		"Items for purchase"		9780674369542	2014	"The Belknap Press of Harvard University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780674369542"	1516	
"Clinical reasoning in the health professions"	"Higgs, Joy"		"Essential reading"	750688858	9780750688857	2008	"Elsevier Butterworth-Heinemann"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702037672"	1516	
"Physiotherapy for respiratory and cardiac problems: adults and paediatrics"	"Pryor, Jennifer A.; Ammani Prasad, S."		"Items for purchase"	80449859	9780080449852	2008	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702039744"	1516	
"Electrotherapy: evidence-based practice"	"Watson; Tim"		"Essential reading"		9780702039836	2008	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702039836"	1516	
"Cawson's essentials of oral pathology and oral medicine"	"Cawson, R. A.; Odell, E. W."		"Essential reading"		9780702040016	2008	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702040016"	1516	
"Research methods for clinical therapists: applied project design and analysis"	"Hicks, Carolyn"		"Essential reading"	"070202998X"	9780702029981	2009	"Churchill Livingstone/Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702041884"	1516	
"Human movement: an introductory text"	"Everett, Tony; Kell, Clare"		"Essential reading"	702031348	9780702031342	2010	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702044137"	1516	
"Human nutrition"	"Geissler; Catherine; Powers; Hilary J."		"Essential reading"		9780702044373	2011	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702044373"	1516	
"Promoting health: a practical guide"	"Scriven, Angela; Ewles, Linda"		"Essential reading"		9780702031397	2010	"Bailliere Tindall"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702044397"	1516	
"Five element constitutional acupuncture"	"Hicks, Angela; Hicks, John; Mole, Peter"		"Essential reading"		9780702044489	2011	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702044489"	1516	
"Churchill's pocketbook of differential diagnosis"	"Raftery, Andrew T.; Lim, Eric Kian Saik; Ã–strÌ², Andrew G."		"Essential reading"		9780702045103	2010	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702045103"	1516	
"Neuromusculoskeletal examination and assessment: a handbook for therapists"	"Petty; Nicola J."		"Essential reading"		9780702046070	2011	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702046070"	1516	
"The evidence-based practice manual for nurses"	"Craig, Jean V.; Smyth, Rosalind L."		"Essential reading"		9780702046681	"c2012"	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702046681"	1516	
"Essential microbiology for dentistry"	"Samaranayake, Lakshman P."		"Essential reading"		9780702046957	2011	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702046957"	1516	
"Physical management for neurological conditions"	"Stokes; Maria; Stack; Emma"		"Essential reading"		9780702047121	"c2011"	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702047121"	1516	
"Anatomy and human movement: structure and function"	"Palastanga; Nigel; Soames; Roger"		"Essential reading"		9780702047497	2012	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702047497"	1516	
"The practice of Chinese medicine: the treatment of diseases with acupuncture and Chinese herbs"	"Maciocia; Giovanni"		"Essential reading"		9780702047954	"c2008"	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702047954"	1516	
"Radiography and radiology for dental care professionals"	"Whaites, Eric"		"Essential reading"		9780702047992	"c2009"	"Churchill Livingstone Elsevier"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702047992"	1516	
"Acupuncture in manual therapy"	"Longbottom; Jennie"		"Essential reading"		9780702049187	2010	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702049187"	1516	
"Managing sports injuries: a guide for students and clinicians"	"Norris; Christopher M.; Norris; Christopher M."		"Essential reading"		9780702049293	2011	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702049293"	1516	
"Tidy's physiotherapy: edited by Stuart B. Porter"	"Porter; Stuart B.; Tidy; Nol M."		"Essential reading"		9780702049491	2012	"Churchill Livingstone"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702049491"	1516	
"Foundations of nursing practice: fundamentals of holistic care"	"Brooker; Christine; Waugh; Anne"		"Essential reading"		9780702053337	2013	"Mosby"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702053337"	1516	
"Maitland's vertebral manipulation: management of neuromusculoskeletal disorders, Volume 1"	"Maitland; G. D."	"Hengeveld; Elly; Banks; Kevin"	"Essential reading"		9780702054587	2014	"Churchill Livingstone, Elsevier Ltd"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780702054587"	1516	
"Metabolism and nutrition"	"Appleton; Amber; Van Bergen; Olivia"		"Essential reading"		9780723437635	2012	"Mosby"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780723437635"	1516	
"Microsoft Office home and student 2010: step by step"	"Cox, Joyce; Lambert, Joan; Frye, Curtis"		"Essential reading"		9780735649347	"c2010"	"Microsoft"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780735649347"	1516	
"Microsoft Project 2010 step by step"	"Chatfield, Carl S.; Johnson, Timothy D."		"Essential reading"		9780735649408	2010	"Microsoft Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780735649408"	1516	
"Microsoft Office 2010 inside out"	"Bott, Ed; Siechert, Carl"		"Essential reading"		9780735656499	"c2011"	"O'Reilly [distributor]; Microsoft"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780735656499"	1516	
"Microsoft XNA Game Studio 4.0"	"Miles, Rob S."		"Essential reading"		9780735660472	"c2011"	"Microsoft"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780735660472"	1516	
"Microsoft Office inside out: 2013 edition"	"Bott; Ed; Siechert; Carl"		"Essential reading"		9780735677562	2013	"O'Reilly Media"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780735677562"	1516	
"History as prelude: Muslims and Jews in the medieval Mediterranean"	"Montville, Joseph V."		"Essential reading"		9780739168158	"c2011"	"Lexington Books"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780739168158"	1516	
"Wasted lives: modernity and its outcasts"	"Bauman; Zygmunt"		"Essential reading"		9780745672755	2004	"Polity"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745672755"	1516	
"New capitalism?: the transformation of work"	"Doogan; Kevin"		"Essential reading"		9780745674759	2009	"Polity"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745674759"	1516	
"The body in society: an introduction"	"Howson, Alexandra"		"Essential reading"	"0745654401; 074565441X"	"9780745654409; 9780745654416"	2013	"Polity"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745676364"	1516	
"The transformation of intimacy: sexuality, love and eroticism in modern societies"	"Giddens, Anthony"		"Essential reading"		9780745677149	1993	"Polity Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745677149"	1516	
"Working with risk: skills for contemporary social work"	"Kemshall; Hazel; Wilkinson; Bernadette; Baker; Kerry"		"Essential reading"		9780745679044	2013	"Polity"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745679044"	1516	
"Why philosophize?"	"Lyotard; Jean-FranoÌ‡is; Brown; Andrew"		"Essential reading"		9780745679952	2013	"Polity"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780745679952"	1516	
"Nationalism: theories and cases"	"Harris, Erika"		"Essential reading"		9780748628513	"c2009"	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748628513"	1516	
"Gothic literature"	"Smith, Andrew"		"Essential reading"		9780748630158	2007	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748630158"	1516	
"Media audiences: television, meaning and emotion"	"Gorton; Kristyn"		"Items for purchase"		9780748630363	"c2009"	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748630363"	1516	
"Towards a deliberative and associational democracy"	"Elstub, Stephen"		"Essential reading"		9780748631483	"c2008"	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748631483"	1516	
"Introducing sociolinguistics"	"Mesthrie, Rajend"		"Essential reading"		9780748632497	2009	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748632497"	1516	
"Research methods for history"	"Gunn, Simon; Faire, Lucy"		"Essential reading"		9780748654024	"c2012"	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748654024"	1516	
"British film culture in the 1970s: the boundaries of pleasure"	"Harper, Sue; Smith, Justin T."		"Essential reading"		9780748654260	"c2012"	"Edinburgh University Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780748654260"	1516	
"Workplace learning & development: delivering competitive advantage for your organization"	"Clifford, Jackie; Thorpe, Sara"		"Items for purchase"		9780749451295	"c2007"	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749451295"	1516	
"Human capital management: Achieving added value through people"	"Baron, Angela; Armstrong, Michael"		"Essential reading"		9780749451370	2007	"Kogan Page Ltd"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749451370"	1516	
"The handbook of project management: a practical guide to effective policies, techniques and processes"	"Young, Trevor L."		"Essential reading"		9780749452155	2007	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749452155"	1516	
"How to market your business: a practical guide to advertising, PR, selling, and direct and online marketing"	"Patten, Dave; Patten, Dave"		"Essential reading"		9780749453671	2008	"Kogan Page"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780749453671"	1516	
