"Title"	"Author(s)"	"Editor(s)"	"Importance"	"ISBN10"	"ISBN13"	"Date of Publication"	"Publisher"	"Web Address"	"Time Period"	"CKEY"
"Aspects of Greek history 750-323BC: a source-based approach"	"Buckley, Terry"		"Essential reading"		9780203860212	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203860212"	1516	
"Actor training"	"Hodge, Alison"		"Essential reading"	"0415471672; 0415471680"	"9780415471671; 9780415471688; 9780203861370"	"c2010"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203861370"	1516	
"Urban and regional planning"	"Hall, Peter Geoffrey; Tewdwr-Jones, Mark"		"Essential reading"		9780203861424	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203861424"	1516	
"Social work placements: a traveller's guide"	"Doel; Mark"		"Essential reading"	"0415499127; 0415499119"	"9780415499125; 9780415499118"	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203862407"	1516	
"Black youth matters: transitions from school to success"	"Wright, Cecile; Standen, Penny; Patel, Tina G."		"Items for purchase"		9780203863053	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203863053"	1516	
"Social work and social policy: an introduction"	"Dickens, Jonathan"		"Essential reading"	"0415454123; 0415454131"	"9780415454124; 9780415454131"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203863268"	1516	
"Geographies of children, youth and families: an international perspective"	"Holt, Louise"		"Essential reading"		9780203863305	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203863305"	1516	
"Growing up with technology: young children learning in a digital world"	"Plowman, Lydia; Stephen, Christine; McPake, Joanna"		"Essential reading"	"0415468922; 0415468914"	"9780415468923; 9780415468916"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203863619"	1516	
"A dictionary of theatre anthropology: the secret art of the performer"	"Barba; Eugenio; Savarese; Nicola"		"Essential reading"	415378613	9780415378611	2006	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203863954"	1516	
"Challenging medicine"	"Kelleher; David; Gabe; Jonathan; Williams; Gareth"		"Essential reading"	"0415389534; 0415389542"	"9780415389532; 9780415389549"	2006	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203864319"	1516	
"Key issues in childhood and youth studies"	"Kassem; Derek; Murphy; Lisa; Taylor; Elizabeth"		"Essential reading"	"0415468892; 0415468884"	"9780415468893; 9780415468886"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203864982"	1516	
"The sociology of sports coaching"	"Jones, Robyn L."		"Essential reading"	"0415560853; 0415560845"	"9780415560856; 9780415560849"	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203865545"	1516	
"Learning disability: a social approach"	"Race, D. G."		"Essential reading"	"0415250374; 0415250382"		2002	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203865637"	1516	
"Children's communication skills: from birth to five years"	"Buckley; Belinda"		"Essential reading"	"0415259932; 0415259940"		2003	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203865750"	1516	
"Multimedia journalism: a practical guide"	"Bull, Andy"		"Essential reading"		9780203866030	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203866030"	1516	
"Interdisciplinarity"	"Moran; Joe"		"Essential reading"		9780203866184	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203866184"	1516	
"Cultural issues in psychology: a student's handbook"	"Stevenson, Andrew"		"Essential reading"	"0415429226; 0415429234"	"9780415429221; 9780415429238"	"c2010"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203866726"	1516	
"Developing holistic care for long-term conditions"	"Margereson, Carl; Trenoweth, Steven"		"Essential reading"		9780203867365	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203867365"	1516	
"Teaching English creatively"	"Cremin; Teresa; Bearne; Eve; Dombey; Henrietta; Lewis; Maureen"		"Essential reading"	415435021	"9780415435024; 9780415548298"	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203867501"	1516	
"Consumer sales law"	"Macleod, J. K."		"Essential reading"		9780203867938	2007	"Routledge-Cavendish"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203867938"	1516	
"Kinanthropometry and exercise physiology laboratory manual: tests, procedures and data, Volume two: Physiology"	"Eston, Roger G.; Reilly, Thomas"		"Essential reading"		9780203868737	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203868737"	1516	
"Kinanthropometry and exercise physiology laboratory manual: tests, procedures and data, Volume 1: Anthropometry"	"Eston, Roger G.; Reilly, Thomas"		"Essential reading"		9780203868744	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203868744"	1516	
"British national cinema"	"Street, Sarah"		"Essential reading"		9780203868997	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203868997"	1516	
"Studying PGCE geography at M level: reflection, research and writing for professional development"	"Brooks, Clare"		"Essential reading"	"041549074X; 0415490758; 0203869079"	"9780415490740; 9780415490757; 9780203869079"	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203869079"	1516	
"The city reader"	"LeGates, Richard T.; Stout, Frederic"		"Items for purchase"		9780203869260	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203869260"	1516	
"On the political"	"Mouffe, Chantal"		"Essential reading"		9780203870112	2005	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203870112"	1516	
"Action research in teaching and learning: a practical guide to conducting pedagogical research in universities"	"Norton, Lin"		"Essential reading"		9780203870433	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203870433"	1516	
"Doing visual research with children and young people"	"Thomson, Pat"		"Essential reading"	"0415431093; 0415431107"	"9780415431095; 9780415431101"	"c2008"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203870525"	1516	
"Quantitative psychological research: the complete student's companion"	"Clark-Carter; David"		"Essential reading"	"1841696900; 1841696919"	"9781841696904; 9781841696911"	2010	"Psychology Press"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203870709"	1516	
"An actor's work on a role"	"Stanislavsky, Konstantin; Benedetti, Jean; Stanislavsky, Konstantin"		"Essential reading"		9780203870921	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203870921"	1516	
"A handbook of children and young people's participation: perspectives from theory and practice"	"Percy-Smith, Barry; Thomas, Nigel"		"Essential reading"		9780203871072	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871072"	1516	
"Power without responsibility: the press and broadcasting in Britain"	"Curran, James; Seaton, Jean"		"Essential reading"		9780203871409	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871409"	1516	
"You and your action research project"	"McNiff, Jean; Whitehead, Jack"		"Essential reading"		9780203871553	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871553"	1516	
"Air pollution: measurement, modelling, and mitigation"	"Tiwary, Abhishek; Colls, Jeremy"		"Essential reading"		9780203871966	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871966"	1516	
"Reporting for journalists"	"Frost, Chris"		"Essential reading"		9780203871973	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203871973"	1516	
"Making sense of sports"	"Cashmore, Ernest"		"Essential reading"		9780203872697	"c2010"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203872697"	1516	
"Sex for sale: prostitution, pornography, and the sex industry"	"Weitzer; Ronald John"		"Essential reading"		9780203872802	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203872802"	1516	
"Drugs in sport"	"Mottram, D. R."		"Essential reading"		9780203873823	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203873823"	1516	
"Improving the context for inclusion: personalising teacher development through collaborative action research"	"Davies, Sue"		"Essential reading"	"0415473411; 041547342X"	"9780415473415; 9780415473422"	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203875131"	1516	
"The Routledge companion to Britain in the twentieth century"	"Clapson, Mark"		"Essential reading"		9780203875285	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203875285"	1516	
"Strategic sport development"		"Robson; Stephen; Simpson; Kirstie; Tucker; Lee"	"Essential reading"		9780203876275	2013	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203876275"	1516	
"Ethnography in social science practice"	"Jones, Julie Scott; Watt, Sal"		"Essential reading"		9780203876305	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203876305"	1516	
"Capital as power: a study of order and creorder"	"Nitzan, Jonathan; Bichler, Shimshon"		"Essential reading"		9780203876329	2009	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203876329"	1516	
"Human resource management: a critical approach"	"Collings, David G.; Wood, G."		"Essential reading"			"c2009"	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203876336"	1516	
"Community"	"Delanty, Gerard"		"Essential reading"		9780203877050	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203877050"	1516	
"Violence against women: vulnerable populations"	"Brownridge; Douglas A."		"Essential reading"		9780203877432	2008	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203877432"	1516	
"Torkildsen's sport and leisure management"	"Taylor, Peter; Torkildsen, George"		"Essential reading"		9780203877517	2011	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203877517"	1516	
"Research methods for sports performance analysis"	"O'Donoghue, Peter"		"Essential reading"		9780203878309	2010	"Routledge"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203878309"	1516	
"Environment, technology and sustainability"	"Bougdah, Hocine; Sharples, Stephen; Smith, Peter F.; Deane, Joseph"		"Essential reading"		9780203878408	2010	"Taylor & Francis"	"https://www.dawsonera.com/guard/protected/dawson.jsp?name=https://idp.mmu.ac.uk/shibboleth&dest=http://www.dawsonera.com/depp/reader/protected/external/AbstractView/S9780203878408"	1516	
