SO Name,Cambridge University Press:Master:2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO Identifier,Cambridge University Press_Master_2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provider,Cambridge University Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package Identifier,Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Package Name,Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agreement Term Start Year,01/01/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agreement Term End Year,31/12/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consortium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publication_title,ID.issn,ID.eissn,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,ID.kbart_title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,ID.doi,platform.host.name,platform.host.url,platform.administrative.name,platform.administrative.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studies in Second Language Acquisition,0272-2631,1470-1545,01/01/1978,1,1,,,,SLA,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_SLA,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempo,0040-2982,1478-2286,01/01/1939,,1,,,,TEM,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_TEM,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Antiquaries Journal,0003-5815,1758-5309,01/01/1921,1,1,,,,ANT,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_ANT,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The ANZIAM Journal,1446-1811,1446-8735,01/01/1975,19,1,,,,ANZ,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_ANZ,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The British Journal for the History of Science,0007-0874,1474-001X,01/01/1962,1,1,,,,BJH,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_BJH,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cambridge Law Journal,0008-1973,1469-2139,01/01/1921,1,1,,,,CLJ,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_CLJ,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The China Quarterly,0305-7410,1468-2648,01/01/1960,1,,,,,CQY,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_CQY,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Classical Quarterly,0009-8388,1471-6844,01/01/1907,1,1,,,,CAQ,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_CAQ,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Classical Review,0009-840X,1464-3561,01/01/1887,1,1,,,,CAR,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_CAR,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Cognitive Behaviour Therapist,,1754-470X,04/01/2008,1,1,,,,CBT,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_CBT,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The European Physical Journal - Applied Physics,1286-0042,1286-0050,01/01/1998,1,,,,,JAP,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/JAP,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Historical Journal,0018-246X,1469-5103,01/01/1958,1,1,,,,HIS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/HIS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of African History,0021-8537,1469-5138,01/01/1960,1,1,,,,AFH,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/AFH,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Agricultural Science,0021-8596,1469-5146,01/01/1905,1,1,,,,AGS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_AGS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Asian Studies,0021-9118,1752-0401,11/01/1941,1,1,,,,JAS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JAS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Ecclesiastical History,0022-0469,1469-7637,01/01/1950,1,1,,,,ECH,,fulltext,Missing from the archive vol 47 iss 3,,,Cambridge Journals,http://journals.cambridge.org/jid_ECH,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Economic History,0022-0507,1471-6372,01/01/1941,1,1,,,,JEH,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JEH,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Hellenic Studies,0075-4269,2041-4099,01/01/1995,115,,,,,JHS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JHS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Laryngology & Otology,0022-2151,1748-5460,01/01/1921,36,1,,,,JLO,,fulltext,"Formerly The Journal of Laryngology and Rhinology (1887-1891); The Journal of Laryngology, Rhinology, and Otology (1892-1920). Includes 2 supplements",,,Cambridge Journals,http://journals.cambridge.org/jid_JLO,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Laryngology and Rhinology,1755-1455,2051-2090,01/01/1887,1,1,31/12/1891,5,12,,,fulltext,Currently The Journal of Laryngology & Otology,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=jlo,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Laryngology  Rhinology  and Otology,1755-1463,2051-2082,01/01/1892,6,1,12/31/1920,35,12,,,fulltext,Currently The Journal of Laryngology & Otology,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=jlo,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Modern African Studies,0022-278X,1469-7777,01/01/1963,1,1,,,,MOA,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_MOA,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Navigation,0373-4633,1469-7785,01/01/1948,1,1,,,,NAV,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_NAV,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Politics,0022-3816,1468-2508,01/01/1939,1,1,,,,JOP,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JOP,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of Roman Studies,0075-4358,1753-528X,01/01/1911,1,,,,,JRS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JRS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Journal of the Gilded Age and Progressive Era,1537-7814,1943-3557,01/01/2002,1,1,,,,JGA,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_JGA,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Knowledge Engineering Review,0269-8889,1469-8005,01/01/1984,1,1,,,,KER,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_KER,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lichenologist,0024-2829,1096-1135,01/01/1958,1,1,,,,LIC,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_LIC,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Review of Politics,0034-6705,1748-6858,01/01/1939,1,1,,,,ROP,,fulltext,Missing from the archive vol 58 iss 1 and vol 61 iss 2,,,Cambridge Journals,http://journals.cambridge.org/jid_ROP,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Review of Symbolic Logic,1755-0203,1755-0211,06/01/2008,1,1,,,,RSL,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_RSL,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Spanish Journal of Psychology,1138-7416,1988-2904,01/01/2009,12,1,, ,,SJP,,fulltext,New for 2013. Previously self published out of Universidad Complutense de Madrid (UCM),,,Cambridge Journals,http://journals.cambridge.org/jid_SJP,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theatre Research International,0307-8833,1474-0672,01/01/1975,1,1,,,,TRI,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_TRI,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theatre Survey,0040-5574,1475-4533,01/01/1960,1,1,,,,TSY,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_TSY,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theory and Practice of Logic Programming,1471-0684,1475-3081,01/01/2001,1,1,,,,TLP,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_TLP,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Think ,1477-1756,1755-1196,01/01/2002,1,1,,,,THI,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_THI,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRaNS: Trans-Regional and -National Studies of Southeast Asia,2051-364X,2051-3658,01/01/2013,1,1,,,,TRN,,fulltext,New journal for 2013,,,Cambridge Journals,http://journals.cambridge.org/jid_TRN,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transactions of the Royal Historical Society,0080-4401,1474-0648,01/01/1872,1,,,,,RHT,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_RHT,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transactions of the Royal Society of Edinburgh,0080-4568,,01/01/1788,1,1,12/31/1979,70,13-14,,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=tre,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transactions of the Royal Society of Edinburgh: Earth Sciences ,0263-5933,,01/01/1980,71,1,12/31/2006,97,4,,,fulltext,Currently Earth and Environmental Science Transactions of the Royal Society of Edinburgh,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=tre,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transnational Environmental Law,2047-1025,2047-1033,04/01/2012,1,1,, ,,TEL,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_TEL,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twentieth-century music,1478-5722,1478-5730,03/01/2004,1,1,,,,TCM,,fulltext,Free content from 1998 vol 1 iss 1 - 2011 vol 14 iss 6,,,Cambridge Journals,http://journals.cambridge.org/jid_TCM,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin Research and Human Genetics,1832-4274,1839-2628,01/01/1998,1,1,, ,,THG,,fulltext,Formerly published by Australian Academic Press,,,Cambridge Journals,http://journals.cambridge.org/jid_THG,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban History,0963-9268,1469-8706,01/01/1974,1,,,,,UHY,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_UHY,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utilitas,0953-8208,1741-6183,01/01/1989,1,1,,,,UTI,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_UTI,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victorian Literature and Culture,1060-1503,1470-1553,03/01/1997,25,1,,,,VLC,,fulltext,Formerly Browning Institute Studies,,,Cambridge Journals,http://journals.cambridge.org/jid_VLC,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visual Neuroscience,0952-5238,1469-8714,01/01/1988,1,1,,,,VNS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_VNS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Politics,0043-8871,1086-3338,10/01/1948,1,1,,,,WPO,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_WPO,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Trade Review,1474-7456,1475-3138,03/01/2002,1,1,,,,WTR,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_WTR,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World's Poultry Science Journal,0043-9339,1743-4777,01/01/1945,1,1,,,,WPS,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_WPS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yearbook of International Humanitarian Law,1389-1359,1574-096X,01/01/1998,1,,,,,YHL,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_YHL,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zygote,0967-1994,1469-8730,02/01/1993,1,1,,,,ZYG,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/jid_ZYG,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Review of the Red Cross - English Version,0020-8604,,01/01/1961,1,1,12/31/1998,38,325,RCE,,fulltext,"English translation of selected articles from Revue Internationale de la Croix-Rouge ISSN 0035-3361 published between 1961 - 1997, vols 1 ? 37 ceased publication in 1998.",,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=RCE,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Review of the Red Cross - Spanish Version - Revista Internacional de la Cruz Roja,0250-569X,,01/01/1976,1,1,12/31/1998,24,150,RCS,,fulltext,"Spanish translation of selected articles from Revue Internationale de la Croix-Rouge ISSN 0035-3361 published between 1976 - 1998, vols 1 ? 23 ceased publication in 1998.",,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=RCS,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulletin International des Societe de secours aux Militaires Blesses ,2023-5925,,01/01/1869,1,1,31/12/1885,16,,,,fulltext,Succeeded by: Bulletin International des Societe de la Croix-Rouge ,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=BRC,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Law Reports ,0309-0671,,,,,,,,,,fulltext,,,,Cambridge Journals,http://www.cambridge.org/gb/knowledge/series/series_display/item3937470/?site_locale=en_GB,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shakespeare survey,1894-1976,,,,,,,,,,fulltext,,,,Cambridge Journals,http://www.cambridge.org/uk/literature/shakespearesurvey/,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulletin of the British Society for the History of Science,0950-5636,,01/01/1949,1,1,12/31/1961,2,20,BBH,,fulltext,,,,Cambridge Journals,http://journals.cambridge.org/action/displayJournal?jid=BBH,Cambridge Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
