publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
911 and the War on Terror	9780748633807	9780748632411							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632411	Holloway	CBO9780748632411		fulltext		Edinburgh University Press	Monograph	2008-05-19 00:00:00	2013-08-05 00:00:00	0	1				P
A History of Scottish Philosophy	9780748616275	9780748628643							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628643	Broadie	CBO9780748628643		fulltext		Edinburgh University Press	Monograph	2008-12-15 00:00:00	2012-09-12 00:00:00	0	1				P
About Time	9780748624249	9780748630400							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630400	Currie	CBO9780748630400		fulltext		Edinburgh University Press	Monograph	2006-10-20 00:00:00	2012-09-12 00:00:00	0	1				P
Academic General Practice in the UK Medical Schools, 1948-2000	9780748643561	9780748643745							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643745	Howie/Whitfield	CBO9780748643745		fulltext		Edinburgh University Press	Monograph	2011-05-16 00:00:00	2013-08-05 00:00:00	0	1				P
African Filmmaking	9780748621231	9780748628063							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628063	Armes	CBO9780748628063		fulltext		Edinburgh University Press	Monograph	2006-08-01 00:00:00	2014-09-05 00:00:00	0	1				P
Afromodernisms	9780748646401	9780748646418							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646418	Sweeney/Marsh	CBO9780748646418		fulltext		Edinburgh University Press	Monograph	2013-02-06 00:00:00	2013-09-05 00:00:00	0	1				P
Agamben and the Politics of Human Rights	9780748645725	9780748677726							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748677726	Lechte/Newman	CBO9780748677726		fulltext		Edinburgh University Press	Monograph	2013-05-23 00:00:00	2013-09-05 00:00:00	0	1				P
American Documentary Film	9780748621477	9780748629466							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629466	Geiger	CBO9780748629466		fulltext		Edinburgh University Press	Monograph	2011-06-29 00:00:00	2013-08-05 00:00:00	0	1				P
American History and Contemporary Hollywood Film	9780748614899	9780748680559							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748680559	McCrisken/Pepper	CBO9780748680559		fulltext		Edinburgh University Press	Monograph	2005-02-23 00:00:00	2013-08-05 00:00:00	0	1				P
American Independent Cinema	9780748618668	9780748627288							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627288	Tzioumakis	CBO9780748627288		fulltext		Edinburgh University Press	Monograph	2006-07-27 00:00:00	2013-08-05 00:00:00	0	1				P
American Modernism's Expatriate Scene	9780748625260	9780748630875							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630875	Katz	CBO9780748630875		fulltext		Edinburgh University Press	Monograph	2007-08-01 00:00:00	2012-09-12 00:00:00	0	1				P
American Postfeminist Cinema	9780748693368	9780748693375							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748693375	Schreiber	CBO9780748693375		fulltext		Edinburgh University Press	Monograph	2014-03-11 00:00:00	2014-09-05 00:00:00	0	1				P
American Thought and Culture in the 21st Century	9780748626014	9780748631322							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631322	Halliwell/Morley	CBO9780748631322		fulltext		Edinburgh University Press	Monograph	2008-10-07 00:00:00	2013-08-05 00:00:00	0	1				P
An Alternative Internet	9780748617692	9780748676989							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748676989	Atton	CBO9780748676989		fulltext		Edinburgh University Press	Monograph	2004-11-19 00:00:00	2013-08-05 00:00:00	0	1				P
An Introduction to Islamic Archaeology	9780748623105	9780748629954							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629954	Milwright	CBO9780748629954		fulltext		Edinburgh University Press	Monograph	2010-02-05 00:00:00	2013-08-05 00:00:00	0	1				P
Arab Christians in British Mandate Palestine	9780748676033	9780748676040							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748676040	Haiduc-Dale	CBO9780748676040		fulltext		Edinburgh University Press	Monograph	2013-03-18 00:00:00	2013-10-05 00:00:00	0	1				P
Arabic Sociolinguistics	9780748623730	9780748630172							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630172	Bassiouney	CBO9780748630172		fulltext		Edinburgh University Press	Monograph	2009-08-27 00:00:00	2013-08-05 00:00:00	0	1				P
Arabic in the Fray	9780748637409	9780748680320							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748680320	Suleiman	CBO9780748680320		fulltext		Edinburgh University Press	Monograph	2013-07-22 00:00:00	2013-10-05 00:00:00	0	1				P
Associationism and the Literary Imagination	9780748609123	9780748628162							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628162	Craig	CBO9780748628162		fulltext		Edinburgh University Press	Monograph	2007-06-19 00:00:00	2012-09-12 00:00:00	0	1				P
Atlantic Citizens	9780748669370	9780748669387							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748669387	Eckel	CBO9780748669387		fulltext		Edinburgh University Press	Monograph	2013-02-18 00:00:00	2013-09-05 00:00:00	0	1				P
Badiou and Cinema	9780748641130	9780748644483							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644483	Ling	CBO9780748644483		fulltext		Edinburgh University Press	Monograph	2010-11-26 00:00:00	2012-09-12 00:00:00	0	1				P
Badiou and Plato	9780748643752	9780748643769							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643769	Bartlett	CBO9780748643769		fulltext		Edinburgh University Press	Monograph	2011-06-29 00:00:00	2012-09-12 00:00:00	0	1				P
Between Desire and Pleasure	9780748645923	9780748645930							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645930	Beckman	CBO9780748645930		fulltext		Edinburgh University Press	Monograph	2013-05-13 00:00:00	2013-10-05 00:00:00	0	1				P
Beyond Dogmatics	9780748627936	9780748631773							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631773	Cairns/du Plessis	CBO9780748631773		fulltext		Edinburgh University Press	Monograph	2007-05-25 00:00:00	2012-09-12 00:00:00	0	1				P
Blasted Literature	9780748640676	9780748645459							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645459	Ó Donghaile	CBO9780748645459		fulltext		Edinburgh University Press	Monograph	2011-02-24 00:00:00	2012-09-12 00:00:00	0	1				P
Border Politics	9780748637324	9780748640218							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748640218	Vaughan-Williams	CBO9780748640218		fulltext		Edinburgh University Press	Monograph	2009-05-12 00:00:00	2012-09-12 00:00:00	0	1				P
British Film Directors	9780748622306	9780748629688							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629688	Shail	CBO9780748629688		fulltext		Edinburgh University Press	Monograph	2007-10-18 00:00:00	2013-08-05 00:00:00	0	1				P
Chinese Martial Arts Cinema	9780748632855	9780748632510							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632510	Teo	CBO9780748632510		fulltext		Edinburgh University Press	Monograph	2009-03-31 00:00:00	2013-08-05 00:00:00	0	1				P
Cinema and Sensation	9780748620425	9780748629176							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629176	Beugnet	CBO9780748629176		fulltext		Edinburgh University Press	Monograph	2007-10-18 00:00:00	2013-08-05 00:00:00	0	1				P
Circulating Genius	9780748641482	9780748643660							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748643660	Kaplan	CBO9780748643660		fulltext		Edinburgh University Press	Monograph	2010-10-05 00:00:00	2012-09-12 00:00:00	0	1				P
Comedy and Cultural Critique in American Film	9780748643073	9780748677801							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748677801	Bishop	CBO9780748677801		fulltext		Edinburgh University Press	Monograph	2013-04-22 00:00:00	2013-10-05 00:00:00	0	1				P
Coming of Age in Contemporary American Fiction	9780748621736	9780748629541							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629541	Millard	CBO9780748629541		fulltext		Edinburgh University Press	Monograph	2007-04-18 00:00:00	2012-09-12 00:00:00	0	1				P
Computing and Language Variation	9780748640300	9780748641642							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641642	Nerbonne et al	CBO9780748641642		fulltext		Edinburgh University Press	Monograph	2009-12-04 00:00:00	2012-09-12 00:00:00	0	1				P
Conditions of Thought	9780748676255	9780748676262							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748676262	Voss	CBO9780748676262		fulltext		Edinburgh University Press	Monograph	2013-05-20 00:00:00	2013-10-05 00:00:00	0	1				P
Constitutional Violence	9780748669547	9780748669554							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748669554	Ninet	CBO9780748669554		fulltext		Edinburgh University Press	Monograph	2012-12-12 00:00:00	2013-08-05 00:00:00	0	1				P
Contemporary Action Cinema	9780748638178	9780748646128							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646128	Purse	CBO9780748646128		fulltext		Edinburgh University Press	Monograph	2011-04-25 00:00:00	2013-08-05 00:00:00	0	1				P
Contemporary Arab Broadcast Media	9780748639090	9780748646999							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646999	Lahlali	CBO9780748646999		fulltext		Edinburgh University Press	Monograph	2011-06-06 00:00:00	2013-08-05 00:00:00	0	1				P
Contemporary Ijtihad	9780748641284	9780748646029							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646029	Khan/Ramadan	CBO9780748646029		fulltext		Edinburgh University Press	Monograph	2011-04-30 00:00:00	2012-09-12 00:00:00	0	1				P
Cosmetics in Shakespearean and Renaissance Drama	9780748619931	9780748627127							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627127	Karim-Cooper	CBO9780748627127		fulltext		Edinburgh University Press	Monograph	2006-07-06 00:00:00	2012-09-12 00:00:00	0	1				P
Courts and Elites in the Hellenistic Empires	9780748691265	9780748691272							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748691272	Strootman	CBO9780748691272		fulltext		Edinburgh University Press	Monograph	2014-04-08 00:00:00	2014-09-05 00:00:00	0	1				P
Creating Worldviews	9780748643158	9780748647002							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647002	Underhill	CBO9780748647002		fulltext		Edinburgh University Press	Monograph	2011-06-08 00:00:00	2012-09-12 00:00:00	0	1				P
Critique of Security	9780748633289	9780748632329							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632329	Neocleous	CBO9780748632329		fulltext		Edinburgh University Press	Monograph	2008-05-12 00:00:00	2012-09-12 00:00:00	0	1				P
Cultural Authority in the Age of Whitman	9780748635740	9780748635757							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748635757	Leypoldt	CBO9780748635757		fulltext		Edinburgh University Press	Monograph	2009-09-16 00:00:00	2012-09-12 00:00:00	0	1				P
Darwin's Bards	9780748639403	9780748640904							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748640904	Holmes	CBO9780748640904		fulltext		Edinburgh University Press	Monograph	2009-09-07 00:00:00	2012-09-12 00:00:00	0	1				P
Death 'Deathlessness' and Existenz in Karl Jaspers' Philosophy	9780748625352	9780748630912							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630912	Peach	CBO9780748630912		fulltext		Edinburgh University Press	Monograph	2008-01-23 00:00:00	2012-09-12 00:00:00	0	1				P
Death and Desire in Hegel Heidegger and Deleuze	9780748627967	9780748631803							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631803	Adkins	CBO9780748631803		fulltext		Edinburgh University Press	Monograph	2007-11-22 00:00:00	2012-09-12 00:00:00	0	1				P
Death and the Moving Image	9780748624430	9780748630479							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630479	Aaron	CBO9780748630479		fulltext		Edinburgh University Press	Monograph	2014-01-28 00:00:00	2014-09-05 00:00:00	0	1				P
Death-Drive	9780748640393	9780748641710							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641710	Rowland Smith	CBO9780748641710		fulltext		Edinburgh University Press	Monograph	2010-04-30 00:00:00	2012-09-12 00:00:00	0	1				P
Defining Greek Narrative	9780748680108	9780748680115							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748680115	Cairns/Scodel	CBO9780748680115		fulltext		Edinburgh University Press	Monograph	2014-03-24 00:00:00	2014-09-05 00:00:00	0	1				P
Deleuze and Contemporary Art	9780748638376	9780748642403							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642403	Zepke/O'Sullivan	CBO9780748642403		fulltext		Edinburgh University Press	Monograph	2010-05-27 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Ethics	9780748641178	9780748646296							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646296	Jun/Smith	CBO9780748646296		fulltext		Edinburgh University Press	Monograph	2011-05-09 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and History	9780748636082	9780748636105							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636105	Bell/Colebrook	CBO9780748636105		fulltext		Edinburgh University Press	Monograph	2009-03-12 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Marx	9780748638932	9780748642175							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748642175	Jain	CBO9780748642175		fulltext		Edinburgh University Press	Monograph	2010-02-04 00:00:00	2012-09-12 00:00:00	3	1				P
Deleuze and Memorial Culture	9780748627547	9780748631582							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631582	Parr	CBO9780748631582		fulltext		Edinburgh University Press	Monograph	2008-03-11 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Performance	9780748635030	9780748635054							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748635054	Cull	CBO9780748635054		fulltext		Edinburgh University Press	Monograph	2009-05-21 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Philosophy	9780748624799	9780748627196							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627196	Boundas	CBO9780748627196		fulltext		Edinburgh University Press	Monograph	2006-07-18 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Politics	9780748632879	9780748631964							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631964	Buchanan/Thoburn	CBO9780748631964		fulltext		Edinburgh University Press	Monograph	2008-05-20 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Queer Theory	9780748634057	9780748634064							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748634064	Nigianni/Storr	CBO9780748634064		fulltext		Edinburgh University Press	Monograph	2009-01-30 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and Sex	9780748642618	9780748647514							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647514	Beckman	CBO9780748647514		fulltext		Edinburgh University Press	Monograph	2011-07-07 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and the Body	9780748638642	9780748645978							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645978	Guillaume/Hughes	CBO9780748645978		fulltext		Edinburgh University Press	Monograph	2011-03-22 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and the Contemporary World	9780748623419	9780748627172							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627172	Buchanan/Parr	CBO9780748627172		fulltext		Edinburgh University Press	Monograph	2006-07-03 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and the Postcolonial	9780748636990	9780748637010							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748637010	Bignall/Patton	CBO9780748637010		fulltext		Edinburgh University Press	Monograph	2010-04-15 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze and the Social	9780748620920	9780748627080							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627080	Fuglsang/Sorensen	CBO9780748627080		fulltext		Edinburgh University Press	Monograph	2006-06-21 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze's Hume	9780748634392	9780748634408							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748634408	Bell	CBO9780748634408		fulltext		Edinburgh University Press	Monograph	2008-12-16 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuze's Philosophical Lineage	9780748632992	9780748631957							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631957	Jones/Roffe	CBO9780748631957		fulltext		Edinburgh University Press	Monograph	2009-03-31 00:00:00	2012-09-12 00:00:00	0	1				P
Deleuzian Fabulation and the Scars of History	9780748641314	9780748641758							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641758	Bogue	CBO9780748641758		fulltext		Edinburgh University Press	Monograph	2010-07-05 00:00:00	2012-09-12 00:00:00	0	1				P
Deliberative Democracy and Divided Societies	9780748621446	9780748627035							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627035	O'Flynn	CBO9780748627035		fulltext		Edinburgh University Press	Monograph	2006-06-30 00:00:00	2012-09-12 00:00:00	0	1				P
Democracy Law and the Modernist Avant-Gardes	9780748639250	9780748641765							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641765	Bru	CBO9780748641765		fulltext		Edinburgh University Press	Monograph	2009-10-20 00:00:00	2012-09-12 00:00:00	0	1				P
Democratic Piety	9780748633654	9780748633661							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748633661	Little	CBO9780748633661		fulltext		Edinburgh University Press	Monograph	2008-03-25 00:00:00	2012-09-12 00:00:00	0	1				P
Derrida and Hospitality	9780748640270	9780748644506							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644506	Still	CBO9780748644506		fulltext		Edinburgh University Press	Monograph	2010-11-26 00:00:00	2012-09-12 00:00:00	0	1				P
Derrida and Lacan	9780748636037	9780748636044							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636044	Lewis	CBO9780748636044		fulltext		Edinburgh University Press	Monograph	2008-11-03 00:00:00	2012-09-12 00:00:00	0	1				P
Development Models in Muslim Contexts	9780748639687	9780748641772							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641772	Springborg	CBO9780748641772		fulltext		Edinburgh University Press	Monograph	2009-09-30 00:00:00	2015-02-05 00:00:00	0	1				P
Difficult Atheism	9780748640577	9780748646302							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646302	Watkin	CBO9780748646302		fulltext		Edinburgh University Press	Monograph	2011-05-16 00:00:00	2012-09-12 00:00:00	0	1				P
Discourse and Identity	9780748617494	9780748626533							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626533	Benwell/Stokoe	CBO9780748626533		fulltext		Edinburgh University Press	Monograph	2006-03-15 00:00:00	2013-08-05 00:00:00	0	1				P
Djuna Barnes and Affective Modernism	9780748646753	9780748646760							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646760	Taylor	CBO9780748646760		fulltext		Edinburgh University Press	Monograph	2012-02-28 00:00:00	2012-09-12 00:00:00	0	1				P
Eleftherios Venizelos	9780748624782	9780748627004							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748627004	Kitromilides	CBO9780748627004		fulltext		Edinburgh University Press	Monograph	2006-06-26 00:00:00	2013-08-05 00:00:00	0	1				P
Elizabeth Bishop	9780748665747	9780748665754							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748665754	Anderson	CBO9780748665754		fulltext		Edinburgh University Press	Monograph	2013-08-20 00:00:00	2014-02-05 00:00:00	0	1				P
Englishness	9780748623655	9780748632541							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632541	Featherstone	CBO9780748632541		fulltext		Edinburgh University Press	Monograph	2008-12-16 00:00:00	2012-09-12 00:00:00	0	1				P
Ethical Subjects in Contemporary Culture	9780748640096	9780748681662							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748681662	Boothroyd	CBO9780748681662		fulltext		Edinburgh University Press	Monograph	2013-06-14 00:00:00	2013-10-05 00:00:00	0	1				P
Ethics and Politics after Poststructuralism	9780748685134	9780748685141							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748685141	Fagan	CBO9780748685141		fulltext		Edinburgh University Press	Monograph	2013-09-16 00:00:00	2014-02-05 00:00:00	0	1				P
Ethnicity and Cultural Authority	9780748622054	9780748626274							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626274	Williams	CBO9780748626274		fulltext		Edinburgh University Press	Monograph	2005-12-08 00:00:00	2012-09-12 00:00:00	0	1				P
European Contract Law	9780748624256	9780748626489							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748626489	MacQueen/Zimmermann	CBO9780748626489		fulltext		Edinburgh University Press	Monograph	2006-02-15 00:00:00	2013-07-05 00:00:00	0	1				P
Evil in Contemporary Political Theory	9780748641963	9780748654123							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748654123	Haddock/Roberts/Sutch	CBO9780748654123		fulltext		Edinburgh University Press	Monograph	2011-10-12 00:00:00	2012-09-12 00:00:00	0	1				P
Exploring Arab Folk Literature	9780748640867	9780748654055							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748654055	Cachia	CBO9780748654055		fulltext		Edinburgh University Press	Monograph	2011-09-30 00:00:00	2015-02-05 00:00:00	0	1				P
Exploring the Law of Succession	9780748632909	9780748632596							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748632596	Reid/de Waal/Zimmermann	CBO9780748632596		fulltext		Edinburgh University Press	Monograph	2007-10-26 00:00:00	2012-09-12 00:00:00	0	1				P
Far from Heaven	9780748637782	9780748647026							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647026	Davis	CBO9780748647026		fulltext		Edinburgh University Press	Monograph	2011-06-13 00:00:00	2013-08-05 00:00:00	0	1				P
Far-Flung Families in Film	9780748642908	9780748677856							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748677856	Berghahn	CBO9780748677856		fulltext		Edinburgh University Press	Monograph	2013-05-14 00:00:00	2013-09-05 00:00:00	0	1				P
Figurations of Exile in Hitchcock and Nabokov	9780748636464	9780748636471							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748636471	Straumann	CBO9780748636471		fulltext		Edinburgh University Press	Monograph	2008-12-16 00:00:00	2012-09-12 00:00:00	0	1				P
Film Histories	9780748619061	9780748628940							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748628940	Petley/Jancovich/Monteith	CBO9780748628940		fulltext		Edinburgh University Press	Monograph	2007-01-11 00:00:00	2013-08-05 00:00:00	0	1				P
Film Sequels	9780748626038	9780748631339							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631339	Jess-Cooke	CBO9780748631339		fulltext		Edinburgh University Press	Monograph	2009-02-02 00:00:00	2013-08-05 00:00:00	0	1				P
Film and Video Censorship in Modern Britain	9780748625383	9780748630936							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630936	Petley	CBO9780748630936		fulltext		Edinburgh University Press	Monograph	2011-05-17 00:00:00	2013-08-05 00:00:00	0	1				P
Foucault's Archaeology	9780748624218	9780748630387							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748630387	Webb	CBO9780748630387		fulltext		Edinburgh University Press	Monograph	2012-11-28 00:00:00	2013-08-05 00:00:00	0	1				P
Framing Pictures	9780748640171	9780748647033							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748647033	Jacobs	CBO9780748647033		fulltext		Edinburgh University Press	Monograph	2011-06-13 00:00:00	2013-08-05 00:00:00	0	1				P
Friendship's Shadows	9780748655823	9780748655830							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748655830	Anderson	CBO9780748655830		fulltext		Edinburgh University Press	Monograph	2012-08-06 00:00:00	2013-08-05 00:00:00	0	1				P
Fundamental Concepts in Phonology	9780748625659	9780748631100							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748631100	Lodge	CBO9780748631100		fulltext		Edinburgh University Press	Monograph	2009-06-01 00:00:00	2013-08-05 00:00:00	0	1				P
Gandhi's Interpreter	9780748640454	9780748641857							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748641857	Carnall/Gregory	CBO9780748641857		fulltext		Edinburgh University Press	Monograph	2010-05-07 00:00:00	2012-09-12 00:00:00	0	1				P
Gender and Enlightenment Culture in Eighteenth-Century Scotland	9780748646425	9780748646432							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646432	Carr	CBO9780748646432		fulltext		Edinburgh University Press	Monograph	2014-01-28 00:00:00	2014-09-05 00:00:00	0	1				P
Genealogy and Knowledge in Muslim Societies	9780748644971	9780748644988							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748644988	Savant/de Felipe	CBO9780748644988		fulltext		Edinburgh University Press	Monograph	2014-04-08 00:00:00	2014-09-05 00:00:00	0	1				P
George Mackay Brown and the Philosophy of Community	9780748638123	9780748640935							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748640935	Baker	CBO9780748640935		fulltext		Edinburgh University Press	Monograph	2009-06-23 00:00:00	2012-09-12 00:00:00	0	1				P
Gilbert Simondon	9780748645251	9780748645268							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748645268	De Boever/Murray/Roffe	CBO9780748645268		fulltext		Edinburgh University Press	Monograph	2012-01-13 00:00:00	2012-09-12 00:00:00	0	1				P
Gillian Rose	9780748639847	9780748655588							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748655588	Schick	CBO9780748655588		fulltext		Edinburgh University Press	Monograph	2012-08-06 00:00:00	2013-08-05 00:00:00	0	1				P
Global Environmental History	9780748621583	9780748629510							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748629510	Simmons	CBO9780748629510		fulltext		Edinburgh University Press	Monograph	2008-03-05 00:00:00	2013-08-05 00:00:00	0	1				P
Grounding Cosmopolitanism	9780748638819	9780748640928							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748640928	Brown	CBO9780748640928		fulltext		Edinburgh University Press	Monograph	2009-09-14 00:00:00	2012-09-12 00:00:00	0	1				P
Hannah Arendt and Political Theory	9780748639021	9780748646326							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748646326	Buckler	CBO9780748646326		fulltext		Edinburgh University Press	Monograph	2011-05-16 00:00:00	2012-09-12 00:00:00	0	1				P
Happy Endings in Hollywood Cinema	9780748680177	9780748680184							http://universitypublishingonline.org/edinburgh/ebook.jsf?bid=CBO9780748680184	MacDowell	CBO9780748680184		fulltext		Edinburgh University Press	Monograph	2013-07-22 00:00:00	2013-10-05 00:00:00	0	1				P
